Order_ID,Date,Region,Category,Product,Quantity,Unit_Price,Discount(%),Sales,Profit,Payment_Mode
1089,2024-08-12,South,Fashion,Shoes,1,788,5,748.6,193.53,Cash on Delivery
1090,2024-02-11,East,Electronics,Smart Watch,4,2530,20,8096.0,1683.94,Net Banking
1091,2024-12-10,West,Books,Novel,3,2351,0,7053.0,834.13,UPI
1092,2024-10-26,South,Home,Chair,4,4551,15,15473.4,4382.29,Card
1093,2024-03-23,North,Sports,Gym Bag,4,3150,15,10710.0,1784.95,UPI
1094,2024-06-10,West,Home,Sofa,3,3580,20,8592.0,922.26,UPI
1095,2024-07-30,North,Home,Lamp,4,4515,0,18060.0,4181.47,Net Banking
1096,2024-05-16,East,Electronics,Mobile,5,4383,15,18627.75,4694.16,Card
1097,2024-12-29,East,Books,Biography,4,4270,0,17080.0,1806.62,Card
1098,2024-08-24,North,Fashion,Shoes,5,3642,0,18210.0,2639.36,UPI
1099,2024-08-29,West,Electronics,Mobile,3,4468,10,12063.6,2208.82,Net Banking
1100,2024-02-05,South,Fashion,Jacket,4,1861,20,5955.2,1200.86,Card
1101,2024-10-27,East,Home,Sofa,5,2488,0,12440.0,1947.7,Cash on Delivery
1102,2024-08-21,South,Books,Dictionary,4,4712,15,16020.8,2707.91,Net Banking
1103,2024-01-23,South,Home,Table,5,3437,5,16325.75,4427.59,Net Banking
1104,2024-09-14,West,Home,Sofa,4,1546,15,5256.4,1539.94,Card
1105,2024-03-14,North,Books,Comics,4,1116,20,3571.2,1007.39,UPI
1106,2024-11-28,North,Sports,Cricket Bat,4,2471,10,8895.6,1998.41,Net Banking
1107,2024-04-30,West,Electronics,Headphones,3,4297,20,10312.8,1105.32,UPI
1108,2024-01-15,North,Home,Table,4,1106,0,4424.0,834.97,Cash on Delivery
1109,2024-09-28,North,Electronics,Headphones,3,3236,10,8737.2,1626.32,Card
1110,2024-09-11,South,Sports,Cricket Bat,2,946,20,1513.6,414.98,Card
1111,2024-08-26,South,Books,Biography,4,2380,15,8092.0,1222.42,UPI
1112,2024-12-19,North,Home,Table,4,3130,20,10016.0,1600.87,Net Banking
1113,2024-10-19,East,Home,Sofa,2,3451,15,5866.7,711.81,Net Banking
1114,2024-11-06,East,Home,Lamp,1,3542,10,3187.8,323.94,UPI
1115,2024-12-13,South,Sports,Tennis Racket,5,3186,5,15133.5,3440.2,Cash on Delivery
1116,2024-02-16,North,Fashion,Shirt,3,3911,0,11733.0,2533.33,Card
1117,2024-09-28,West,Home,Lamp,2,1944,5,3693.6,950.37,Cash on Delivery
1118,2024-02-28,South,Books,Comics,3,4247,10,11466.9,2858.83,Cash on Delivery
1119,2024-01-08,South,Sports,Football,2,3555,20,5688.0,984.91,Net Banking
1120,2024-02-25,West,Home,Chair,3,2447,20,5872.8,1034.82,Cash on Delivery
1121,2024-11-27,North,Fashion,Jacket,5,4899,10,22045.5,6240.0,Card
1122,2024-06-04,East,Electronics,Smart Watch,4,1255,5,4769.0,520.15,UPI
1123,2024-12-09,North,Sports,Football,2,4703,5,8935.7,1588.13,Cash on Delivery
1124,2024-01-17,South,Books,Dictionary,4,1111,15,3777.4,842.85,Cash on Delivery
1125,2024-10-05,West,Home,Table,4,2234,10,8042.4,964.05,Cash on Delivery
1126,2024-02-16,West,Home,Chair,3,1854,0,5562.0,1611.88,Net Banking
1127,2024-02-05,North,Fashion,Shirt,3,2295,5,6540.75,1683.56,Card
1128,2024-05-21,South,Books,Biography,2,2991,5,5682.9,1464.65,UPI
1129,2024-05-01,East,Fashion,Jeans,2,1200,0,2400.0,303.27,Cash on Delivery
1130,2024-09-26,North,Books,Comics,2,2473,0,4946.0,619.99,Net Banking
1131,2024-09-14,West,Electronics,Laptop,4,3265,20,10448.0,2285.32,Net Banking
1132,2024-08-06,East,Fashion,Shirt,4,555,0,2220.0,665.37,Net Banking
1133,2024-03-05,West,Electronics,Smart Watch,1,961,10,864.9,191.71,UPI
1134,2024-02-20,West,Home,Lamp,5,4646,10,20907.0,3987.87,Net Banking
1135,2024-07-23,West,Electronics,Mobile,4,2171,15,7381.4,1238.5,Net Banking
1136,2024-12-17,East,Sports,Football,4,2860,10,10296.0,1800.36,Card
1137,2024-03-07,North,Sports,Football,1,1063,15,903.55,107.81,Cash on Delivery
1138,2024-01-27,East,Books,Novel,1,3665,10,3298.5,906.17,Net Banking
1139,2024-04-24,East,Home,Lamp,1,4456,5,4233.2,554.32,Net Banking
1140,2024-10-14,East,Electronics,Headphones,1,2582,20,2065.6,299.99,Net Banking
1141,2024-06-22,East,Books,Novel,1,1777,10,1599.3,384.7,Cash on Delivery
1142,2024-02-16,South,Home,Chair,2,4939,15,8396.3,956.48,UPI
1143,2024-06-15,West,Books,Biography,4,4016,10,14457.6,1900.91,Cash on Delivery
1144,2024-05-19,North,Books,Novel,2,1589,20,2542.4,279.54,UPI
1145,2024-06-25,West,Sports,Gym Bag,5,3921,15,16664.25,2576.85,UPI
1146,2024-04-22,East,Sports,Football,5,4286,20,17144.0,4001.86,UPI
1147,2024-05-28,North,Sports,Football,2,2769,5,5261.1,1333.53,Cash on Delivery
1148,2024-09-13,North,Home,Chair,4,3827,5,14542.6,1830.0,Card
1149,2024-06-09,North,Books,Comics,4,646,15,2196.4,227.87,UPI
1150,2024-03-28,West,Books,Dictionary,4,2671,0,10684.0,1933.87,Cash on Delivery
1151,2024-09-25,East,Books,Dictionary,1,3877,0,3877.0,576.37,Net Banking
1152,2024-09-18,East,Electronics,Smart Watch,3,2115,10,5710.5,1460.88,UPI
1153,2024-04-11,East,Electronics,Mobile,3,1509,5,4300.65,518.49,Cash on Delivery
1154,2024-12-14,North,Fashion,Jeans,2,4347,15,7389.9,1854.05,Net Banking
1155,2024-05-20,East,Books,Comics,2,3902,0,7804.0,1512.29,Cash on Delivery
1156,2024-01-30,East,Books,Novel,5,907,10,4081.5,785.07,UPI
1157,2024-08-18,North,Home,Lamp,1,4453,15,3785.05,728.78,UPI
1158,2024-08-18,East,Books,Biography,5,4196,20,16784.0,2184.81,UPI
1159,2024-08-12,North,Electronics,Headphones,5,1713,0,8565.0,1280.88,Net Banking
1160,2024-12-13,East,Books,Biography,3,2617,15,6673.35,1212.91,Cash on Delivery
1161,2024-05-25,East,Books,Novel,1,3000,0,3000.0,634.78,Net Banking
1162,2024-03-07,East,Home,Table,1,1458,10,1312.2,212.64,Net Banking
1163,2024-11-26,East,Books,Novel,5,3385,10,15232.5,4000.62,UPI
1164,2024-09-05,North,Sports,Tennis Racket,3,2830,5,8065.5,2340.88,Cash on Delivery
1165,2024-09-16,South,Fashion,Jeans,2,932,10,1677.6,451.08,UPI
1166,2024-04-02,East,Books,Novel,5,1373,20,5492.0,962.99,Card
1167,2024-08-15,West,Books,Biography,1,3665,10,3298.5,776.05,Card
1168,2024-04-09,West,Books,Comics,2,4674,5,8880.6,1437.71,Net Banking
1169,2024-04-12,West,Home,Sofa,3,3428,20,8227.2,1690.62,Card
1170,2024-12-30,East,Books,Biography,1,4236,10,3812.4,804.07,UPI
1171,2024-08-11,East,Books,Novel,1,1613,10,1451.7,275.63,Card
1172,2024-04-30,West,Electronics,Mobile,3,518,15,1320.9,146.16,Cash on Delivery
1173,2024-03-15,East,Sports,Football,2,530,10,954.0,273.0,Cash on Delivery
1174,2024-02-10,East,Fashion,Shirt,4,1436,15,4882.4,926.29,UPI
1175,2024-05-27,South,Electronics,Headphones,2,4795,20,7672.0,1577.01,UPI
1176,2024-02-02,North,Fashion,Shoes,1,2253,15,1915.05,436.23,Net Banking
1177,2024-11-10,North,Electronics,Smart Watch,5,2281,5,10834.75,1714.65,UPI
1178,2024-09-26,West,Home,Table,2,1001,20,1601.6,472.36,UPI
1179,2024-01-09,West,Books,Novel,4,656,15,2230.4,660.66,Cash on Delivery
1180,2024-03-09,East,Home,Chair,2,1149,20,1838.4,454.15,Cash on Delivery
1181,2024-02-02,East,Electronics,Headphones,2,4106,15,6980.2,1579.95,Card
1182,2024-06-07,East,Sports,Football,2,658,5,1250.2,346.5,Cash on Delivery
1183,2024-12-01,West,Books,Dictionary,3,599,5,1707.15,268.4,UPI
1184,2024-06-22,North,Home,Lamp,3,3879,15,9891.45,2459.62,Net Banking
1185,2024-02-10,West,Fashion,Jacket,3,4553,10,12293.1,3199.03,Net Banking
1186,2024-06-05,East,Sports,Cricket Bat,3,1140,0,3420.0,566.3,Cash on Delivery
1187,2024-11-10,South,Sports,Gym Bag,4,3179,15,10808.6,1172.42,Cash on Delivery
1188,2024-01-16,North,Sports,Tennis Racket,1,3627,10,3264.3,661.4,Card
1189,2024-07-04,North,Fashion,Jacket,2,850,5,1615.0,412.96,Cash on Delivery
1190,2024-10-20,South,Sports,Football,4,3338,10,12016.8,2268.63,UPI
1191,2024-04-05,West,Fashion,Shoes,3,2583,5,7361.55,2150.34,UPI
1192,2024-12-21,North,Sports,Gym Bag,3,2432,15,6201.6,886.3,Cash on Delivery
1193,2024-02-14,North,Sports,Cricket Bat,2,906,15,1540.2,207.21,Net Banking
1194,2024-12-30,North,Home,Lamp,5,4741,10,21334.5,5936.67,Card
1195,2024-01-14,South,Fashion,Shoes,1,1946,5,1848.7,272.4,Net Banking
1196,2024-06-07,West,Home,Lamp,5,1363,20,5452.0,1509.38,UPI
1197,2024-08-18,West,Sports,Gym Bag,4,904,5,3435.2,1011.58,UPI
1198,2024-03-04,South,Sports,Tennis Racket,5,1790,5,8502.5,1585.92,UPI
1199,2024-06-26,East,Books,Biography,2,1626,10,2926.8,839.84,Card
1200,2024-11-10,North,Books,Comics,3,1908,20,4579.2,709.27,Cash on Delivery
1201,2024-10-15,South,Books,Novel,5,1563,5,7424.25,1720.54,Cash on Delivery
1202,2024-11-12,North,Electronics,Laptop,1,2468,5,2344.6,594.1,Net Banking
1203,2024-06-01,East,Electronics,Smart Watch,3,4256,5,12129.6,3165.07,Net Banking
1204,2024-06-23,North,Sports,Football,2,3901,15,6631.7,1305.45,Card
1205,2024-09-20,East,Books,Biography,3,3129,15,7978.95,1006.57,Cash on Delivery
1206,2024-03-13,East,Books,Novel,2,4121,0,8242.0,1265.1,Card
1207,2024-06-16,East,Electronics,Laptop,4,3725,5,14155.0,4140.86,Card
1208,2024-09-11,South,Books,Comics,2,4381,20,7009.6,1355.4,Cash on Delivery
1209,2024-01-25,West,Electronics,Laptop,5,4045,5,19213.75,2748.12,Cash on Delivery
1210,2024-08-08,West,Electronics,Headphones,5,4155,10,18697.5,3876.71,UPI
1211,2024-07-04,East,Fashion,Shoes,4,3297,0,13188.0,2375.37,Card
1212,2024-11-15,North,Books,Comics,4,4430,15,15062.0,3808.89,Cash on Delivery
1213,2024-10-12,South,Books,Novel,1,3526,10,3173.4,821.85,Cash on Delivery
1214,2024-01-20,South,Home,Table,5,4470,15,18997.5,3799.8,UPI
1215,2024-06-16,West,Fashion,Shoes,5,4043,5,19204.25,4248.98,Card
1216,2024-12-28,South,Books,Comics,4,2751,20,8803.2,1472.55,Net Banking
1217,2024-10-25,West,Books,Comics,1,3317,10,2985.3,700.83,Net Banking
1218,2024-09-25,West,Home,Chair,3,2164,0,6492.0,1406.85,Card
1219,2024-04-07,South,Books,Dictionary,2,558,20,892.8,258.59,UPI
1220,2024-09-13,East,Electronics,Smart Watch,4,1540,15,5236.0,1246.69,Net Banking
1221,2024-09-26,North,Books,Dictionary,2,4549,5,8643.1,1833.87,Net Banking
1222,2024-11-08,South,Sports,Tennis Racket,4,4667,10,16801.2,3515.73,Cash on Delivery
1223,2024-05-27,South,Sports,Cricket Bat,3,4871,10,13151.7,1906.65,Cash on Delivery
1224,2024-05-27,East,Fashion,Jacket,4,3157,20,10102.4,2896.76,Cash on Delivery
1225,2024-06-26,West,Electronics,Smart Watch,3,1499,10,4047.3,438.78,UPI
1226,2024-03-11,West,Sports,Tennis Racket,2,1955,20,3128.0,482.42,Cash on Delivery
1227,2024-02-21,South,Electronics,Mobile,1,4650,5,4417.5,1005.37,UPI
1228,2024-07-27,West,Sports,Tennis Racket,1,1426,0,1426.0,417.68,Card
1229,2024-11-29,South,Sports,Gym Bag,3,2931,10,7913.7,1813.66,UPI
1230,2024-07-22,North,Books,Biography,2,3723,5,7073.7,2028.63,UPI
1231,2024-06-20,East,Sports,Cricket Bat,1,375,10,337.5,72.09,UPI
1232,2024-06-18,West,Home,Sofa,2,4430,15,7531.0,1164.05,UPI
1233,2024-03-30,East,Fashion,Jacket,2,415,10,747.0,192.84,Card
1234,2024-04-04,West,Books,Dictionary,5,2986,0,14930.0,2689.89,UPI
1235,2024-05-16,East,Fashion,Jacket,2,355,10,639.0,112.92,Net Banking
1236,2024-08-26,North,Home,Lamp,3,3245,5,9248.25,1039.73,UPI
1237,2024-07-07,West,Home,Table,5,2847,0,14235.0,3241.91,Cash on Delivery
1238,2024-07-31,South,Books,Biography,2,4217,5,8012.3,1530.32,Cash on Delivery
1239,2024-02-09,South,Books,Dictionary,2,970,20,1552.0,293.87,Cash on Delivery
1240,2024-03-25,North,Books,Novel,5,4440,5,21090.0,4524.66,Card
1241,2024-01-29,North,Home,Sofa,2,4304,0,8608.0,2408.33,Net Banking
1242,2024-01-12,West,Sports,Cricket Bat,4,4919,0,19676.0,4166.58,Cash on Delivery
1243,2024-10-04,North,Sports,Tennis Racket,2,898,0,1796.0,331.79,UPI
1244,2024-11-24,West,Electronics,Laptop,1,2651,15,2253.35,306.45,Card
1245,2024-11-30,West,Sports,Tennis Racket,4,3392,15,11532.8,1338.38,Card
1246,2024-01-02,South,Home,Chair,5,3519,20,14076.0,1766.11,Card
1247,2024-05-06,West,Electronics,Headphones,5,3774,20,15096.0,2654.71,Card
1248,2024-11-10,South,Sports,Tennis Racket,3,1844,0,5532.0,588.85,Net Banking
1249,2024-05-05,South,Electronics,Mobile,1,1126,20,900.8,96.13,UPI
1250,2024-03-12,West,Electronics,Smart Watch,2,4721,5,8969.9,2250.34,UPI
1251,2024-05-01,South,Books,Comics,5,2912,20,11648.0,2557.71,Cash on Delivery
1252,2024-11-16,South,Home,Table,4,2761,10,9939.6,1115.14,Card
1253,2024-07-28,North,Sports,Gym Bag,3,3422,20,8212.8,1344.82,Net Banking
1254,2024-06-02,West,Fashion,Shoes,2,4706,15,8000.2,1185.58,Card
1255,2024-07-17,North,Fashion,Jacket,5,3680,15,15640.0,3307.19,Card
1256,2024-10-01,South,Fashion,Shoes,3,947,15,2414.85,650.63,UPI
1257,2024-09-02,East,Fashion,Shirt,4,623,0,2492.0,342.98,Card
1258,2024-09-02,East,Fashion,Shoes,1,2035,5,1933.25,565.31,UPI
1259,2024-08-26,West,Fashion,Jeans,2,4822,10,8679.6,2214.19,Net Banking
1260,2024-02-20,East,Books,Comics,3,3246,20,7790.4,2154.53,Net Banking
1261,2024-03-15,South,Sports,Tennis Racket,3,2863,15,7300.65,796.82,Card
1262,2024-10-18,West,Electronics,Headphones,3,1548,5,4411.8,732.24,Net Banking
1263,2024-03-27,East,Fashion,Jacket,3,4302,15,10970.1,2108.08,Cash on Delivery
1264,2024-12-08,South,Fashion,Jacket,5,781,20,3124.0,333.53,UPI
1265,2024-04-21,West,Electronics,Laptop,2,2195,0,4390.0,1059.89,UPI
1266,2024-01-07,East,Books,Dictionary,1,4258,15,3619.3,373.32,Net Banking
1267,2024-02-24,East,Electronics,Headphones,1,4414,15,3751.9,980.12,Card
1268,2024-07-22,South,Electronics,Mobile,2,4612,10,8301.6,2183.68,Cash on Delivery
1269,2024-06-02,West,Electronics,Headphones,4,4928,5,18726.4,5581.34,Card
1270,2024-11-22,North,Electronics,Laptop,4,3406,15,11580.4,2438.14,UPI
1271,2024-09-27,North,Electronics,Mobile,4,3854,10,13874.4,2957.62,UPI
1272,2024-12-16,South,Electronics,Mobile,5,4195,10,18877.5,2063.54,UPI
1273,2024-02-09,South,Home,Chair,3,428,5,1219.8,265.19,Net Banking
1274,2024-12-18,South,Home,Table,5,3487,20,13948.0,2320.19,Card
1275,2024-11-05,North,Electronics,Headphones,1,3880,5,3686.0,986.87,Cash on Delivery
1276,2024-10-10,East,Books,Dictionary,1,2539,15,2158.15,427.57,Cash on Delivery
1277,2024-05-06,South,Sports,Gym Bag,5,3413,0,17065.0,4341.91,Cash on Delivery
1278,2024-07-03,East,Electronics,Laptop,2,3412,5,6482.8,1607.29,Cash on Delivery
1279,2024-03-08,North,Electronics,Laptop,3,3943,10,10646.1,2685.68,UPI
1280,2024-01-14,West,Electronics,Mobile,4,4862,20,15558.4,3150.39,UPI
1281,2024-07-17,North,Electronics,Headphones,5,2957,15,12567.25,1287.74,Net Banking
1282,2024-09-09,South,Electronics,Mobile,4,1688,5,6414.4,986.43,Cash on Delivery
1283,2024-07-03,South,Fashion,Shirt,4,2560,15,8704.0,1392.21,UPI
1284,2024-01-04,West,Home,Table,5,1901,15,8079.25,980.78,Cash on Delivery
1285,2024-06-02,West,Sports,Tennis Racket,3,3906,10,10546.2,1962.89,Card
1286,2024-12-21,West,Home,Table,3,1755,15,4475.25,1314.58,Cash on Delivery
1287,2024-10-30,East,Sports,Cricket Bat,4,2596,15,8826.4,1526.99,Card
1288,2024-07-28,North,Books,Biography,4,2017,15,6857.8,1779.85,UPI
1289,2024-02-07,East,Sports,Cricket Bat,2,2369,5,4501.1,1093.98,Net Banking
1290,2024-12-25,West,Sports,Gym Bag,5,4450,15,18912.5,3947.59,Cash on Delivery
1291,2024-10-15,North,Books,Novel,2,3208,5,6095.2,1398.24,UPI
1292,2024-08-16,West,Sports,Tennis Racket,1,386,0,386.0,58.57,Card
1293,2024-09-04,West,Home,Sofa,5,4399,5,20895.25,3531.16,UPI
1294,2024-08-21,West,Electronics,Headphones,1,1250,5,1187.5,201.48,Cash on Delivery
1295,2024-06-12,East,Fashion,Jacket,4,1099,15,3736.6,913.22,Net Banking
1296,2024-05-04,North,Electronics,Headphones,1,485,10,436.5,100.22,Card
1297,2024-07-26,South,Books,Biography,3,4886,15,12459.3,3634.28,Card
1298,2024-10-30,West,Fashion,Jeans,4,539,20,1724.8,477.11,Net Banking
1299,2024-10-22,North,Sports,Gym Bag,2,1985,10,3573.0,894.91,UPI
1300,2024-09-27,East,Electronics,Mobile,3,1914,15,4880.7,599.31,Net Banking
1301,2024-11-12,West,Home,Sofa,5,1235,10,5557.5,946.98,Net Banking
1302,2024-04-03,North,Fashion,Shoes,2,2865,0,5730.0,846.4,UPI
1303,2024-09-06,West,Home,Table,4,1429,20,4572.8,808.21,Card
1304,2024-11-13,South,Books,Biography,4,2666,5,10130.8,1392.17,Net Banking
1305,2024-07-28,North,Electronics,Headphones,4,1418,5,5388.4,1417.38,Net Banking
1306,2024-05-29,West,Sports,Gym Bag,4,1670,0,6680.0,1423.37,Card
1307,2024-10-08,South,Electronics,Headphones,5,2664,5,12654.0,3241.3,Net Banking
1308,2024-08-13,North,Books,Novel,3,4749,10,12822.3,2672.28,UPI
1309,2024-08-18,West,Books,Biography,1,2327,10,2094.3,575.85,UPI
1310,2024-12-29,North,Home,Lamp,4,1261,5,4791.8,680.32,Cash on Delivery
1311,2024-10-18,South,Books,Dictionary,5,1440,5,6840.0,1796.91,UPI
1312,2024-03-10,South,Home,Lamp,3,2697,10,7281.9,1562.31,UPI
1313,2024-05-06,East,Sports,Football,2,1387,5,2635.3,340.61,Cash on Delivery
1314,2024-11-20,South,Sports,Gym Bag,5,2501,15,10629.25,1860.49,UPI
1315,2024-02-17,East,Electronics,Smart Watch,3,4024,15,10261.2,1697.8,UPI
1316,2024-09-10,North,Sports,Tennis Racket,5,3558,5,16900.5,4962.42,Card
1317,2024-06-24,East,Home,Lamp,3,4783,20,11479.2,1447.74,Net Banking
1318,2024-08-13,North,Electronics,Laptop,4,433,0,1732.0,495.16,Card
1319,2024-02-17,West,Sports,Football,2,1380,10,2484.0,327.38,Cash on Delivery
1320,2024-12-24,North,Home,Lamp,3,1655,0,4965.0,890.07,Cash on Delivery
1321,2024-10-30,North,Fashion,Jacket,1,308,5,292.6,57.16,Card
1322,2024-12-21,North,Fashion,Jacket,1,3114,0,3114.0,926.82,Net Banking
1323,2024-02-22,North,Fashion,Jacket,2,3438,0,6876.0,1692.55,UPI
1324,2024-02-05,East,Home,Lamp,2,3435,5,6526.5,1490.1,Card
